Ensembl Gene ID	Ensembl Transcript ID	Associated Gene Name
ENSG00000225210	ENST00000412017	AL589743.1
ENSG00000225210	ENST00000455088	AL589743.1
ENSG00000225210	ENST00000441500	AL589743.1
ENSG00000225210	ENST00000418499	AL589743.1
ENSG00000225210	ENST00000431094	AL589743.1
ENSG00000225210	ENST00000438128	AL589743.1
ENSG00000225210	ENST00000427798	AL589743.1
ENSG00000147364	ENST00000276326	FBXO25
ENSG00000147364	ENST00000350302	FBXO25
ENSG00000147364	ENST00000447233	FBXO25
ENSG00000147364	ENST00000352684	FBXO25
ENSG00000147364	ENST00000382824	FBXO25
ENSG00000197701	ENST00000339368	ZNF595
ENSG00000228294	ENST00000413661	AL589743.2
ENSG00000228294	ENST00000444357	AL589743.2
ENSG00000206197	ENST00000383040	AL589743.4-1
ENSG00000235348	ENST00000436000	AL589743.4-2
ENSG00000215383	ENST00000425252	AC118278.2
ENSG00000215383	ENST00000400172	AC118278.2
ENSG00000233289	ENST00000449324	AL589743.4-3
ENSG00000215382	ENST00000400171	AC118278.4-1
ENSG00000203599	ENST00000366406	AC108475.5
ENSG00000215394	ENST00000400192	AL589182.4-1
ENSG00000185627	ENST00000431206	PSMD13
ENSG00000185627	ENST00000352303	PSMD13
ENSG00000185627	ENST00000382671	PSMD13
ENSG00000198155	ENST00000356347	ZNF732
ENSG00000198155	ENST00000397097	ZNF732
ENSG00000229845	ENST00000454713	AL589182.4-2
ENSG00000223541	ENST00000427679	AL589182.4-3
ENSG00000186777	ENST00000414523	AC079140.6-1
ENSG00000186777	ENST00000419098	AC079140.6-1
ENSG00000186777	ENST00000341087	AC079140.6-1
ENSG00000186777	ENST00000452874	AC079140.6-1
ENSG00000180190	ENST00000324079	C8orf42
ENSG00000180190	ENST00000427263	C8orf42
ENSG00000232776	ENST00000426631	AC090691.16-1
ENSG00000206100	ENST00000382819	AC090691.16-2
ENSG00000187537	ENST00000356930	AL589182.4-4
ENSG00000187537	ENST00000439503	AL589182.4-4
ENSG00000187537	ENST00000344684	AL589182.4-4
ENSG00000104714	ENST00000262109	ERICH1
ENSG00000131127	ENST00000240499	ZNF141
ENSG00000182903	ENST00000451020	ABCA11
ENSG00000182903	ENST00000338977	ABCA11
ENSG00000182903	ENST00000400168	ABCA11
ENSG00000182903	ENST00000435589	ABCA11
ENSG00000233696	ENST00000436773	AC100797.4
ENSG00000237647	ENST00000450568	C8orf68
ENSG00000232588	ENST00000448161	AC129915.6
ENSG00000227691	ENST00000451532	CYCSP41
ENSG00000226518	ENST00000422907	AL929601.4-1
ENSG00000198010	ENST00000357934	DLGAP2
ENSG00000198010	ENST00000356067	DLGAP2
ENSG00000198010	ENST00000421627	DLGAP2
ENSG00000235287	ENST00000430924	AL512310.4-1
ENSG00000187172	ENST00000335369	BAGE4
ENSG00000187172	ENST00000356832	BAGE4
ENSG00000187172	ENST00000417309	BAGE4
ENSG00000187172	ENST00000430349	BAGE4
ENSG00000214382	ENST00000398231	AL512310.4-2
ENSG00000186445	ENST00000334072	OR11H13P
ENSG00000231962	ENST00000414133	VN1R7P
ENSG00000232660	ENST00000426759	AL512310.4-3
ENSG00000174227	ENST00000453061	PIGG
ENSG00000174227	ENST00000310340	PIGG
ENSG00000174227	ENST00000383028	PIGG
ENSG00000174227	ENST00000453065	PIGG
ENSG00000174227	ENST00000296306	PIGG
ENSG00000182652	ENST00000331723	OR4Q3
ENSG00000234643	ENST00000414503	EIF3S5P
ENSG00000182372	ENST00000331222	CLN8
ENSG00000176312	ENST00000316004	OR4H12P
ENSG00000229306	ENST00000457565	AP001464.4
ENSG00000176299	ENST00000315957	OR4M1
ENSG00000176294	ENST00000315947	OR4N2
ENSG00000224309	ENST00000447861	AP001464.6
ENSG00000224309	ENST00000435744	AP001464.6
ENSG00000224309	ENST00000400589	AP001464.6
ENSG00000228304	ENST00000416478	OR4K6P
ENSG00000174885	ENST00000312165	NALP6
ENSG00000176290	ENST00000315936	OR4K3P
ENSG00000176290	ENST00000425829	OR4K3P
ENSG00000165762	ENST00000298642	OR4K2
ENSG00000176281	ENST00000315915	OR4K5
ENSG00000155249	ENST00000285600	OR4K1
ENSG00000169488	ENST00000305051	OR4K15
ENSG00000196383	ENST00000357151	OR4Q2
ENSG00000168122	ENST00000305570	ZNF355P
ENSG00000168122	ENST00000427301	ZNF355P
ENSG00000169484	ENST00000305045	OR4K14
ENSG00000176253	ENST00000315693	OR4K13
ENSG00000176246	ENST00000315683	OR4L1
ENSG00000176230	ENST00000315543	OR4K17
ENSG00000184394	ENST00000333629	OR4N5
ENSG00000196832	ENST00000357366	OR11G2
ENSG00000142102	ENST00000312105	ATHL1
ENSG00000142102	ENST00000409548	ATHL1
ENSG00000142102	ENST00000382625	ATHL1
ENSG00000142102	ENST00000409655	ATHL1
ENSG00000142102	ENST00000409479	ATHL1
ENSG00000142102	ENST00000397660	ATHL1
ENSG00000176219	ENST00000315519	OR11H6
ENSG00000237202	ENST00000424255	AJ239321.3
ENSG00000176198	ENST00000315409	OR11H4
ENSG00000185390	ENST00000332473	FGF7P2
ENSG00000220212	ENST00000405102	RP1-24O22.1
ENSG00000175302	ENST00000309142	C21orf110
ENSG00000175302	ENST00000451052	C21orf110
ENSG00000170590	ENST00000436899	C6orf88
ENSG00000104728	ENST00000349830	ARHGEF10
ENSG00000104728	ENST00000382794	ARHGEF10
ENSG00000104728	ENST00000398560	ARHGEF10
ENSG00000104728	ENST00000398564	ARHGEF10
ENSG00000104728	ENST00000262112	ARHGEF10
ENSG00000104728	ENST00000382795	ARHGEF10
ENSG00000136319	ENST00000383029	TTC5
ENSG00000136319	ENST00000258821	TTC5
ENSG00000136319	ENST00000423949	TTC5
ENSG00000226930	ENST00000424290	GTF2IP2
ENSG00000217929	ENST00000406017	RP1-24O22.3
ENSG00000206013	ENST00000382614	IFITM5
ENSG00000234823	ENST00000458006	RP3-416J7.3
ENSG00000219280	ENST00000407739	VN1R8P
ENSG00000218577	ENST00000407941	RP3-416J7.1
ENSG00000185201	ENST00000399817	IFITM2
ENSG00000185201	ENST00000443559	IFITM2
ENSG00000185201	ENST00000327366	IFITM2
ENSG00000228184	ENST00000444901	SNX19P
ENSG00000133256	ENST00000255622	PDE6B
ENSG00000133256	ENST00000429163	PDE6B
ENSG00000205653	ENST00000381078	AL035696.14
ENSG00000179381	ENST00000317265	OR4K11P
ENSG00000179381	ENST00000431829	OR4K11P
ENSG00000185885	ENST00000399815	IFITM1
ENSG00000185885	ENST00000408968	IFITM1
ENSG00000185885	ENST00000328221	IFITM1
ENSG00000224179	ENST00000441203	RP3-416J7.2
ENSG00000228159	ENST00000427446	AP001465.5
ENSG00000218549	ENST00000406538	OR4K12P
ENSG00000142089	ENST00000399808	IFITM3
ENSG00000142089	ENST00000270031	IFITM3
ENSG00000142089	ENST00000452428	IFITM3
ENSG00000166351	ENST00000299443	ANKRD21
ENSG00000112679	ENST00000344450	DUSP22
ENSG00000112679	ENST00000457386	DUSP22
ENSG00000112679	ENST00000419235	DUSP22
ENSG00000182272	ENST00000329962	B4GALNT4
ENSG00000100814	ENST00000398160	CCNB1IP1
ENSG00000100814	ENST00000358932	CCNB1IP1
ENSG00000100814	ENST00000353689	CCNB1IP1
ENSG00000100814	ENST00000398169	CCNB1IP1
ENSG00000100814	ENST00000437553	CCNB1IP1
ENSG00000100814	ENST00000398163	CCNB1IP1
ENSG00000223587	ENST00000440867	AY269186.1
ENSG00000184363	ENST00000331563	PKP3
ENSG00000224918	ENST00000426697	AY269186.2
ENSG00000224318	ENST00000452919	AC066595.1
ENSG00000224318	ENST00000444879	AC066595.1
ENSG00000224318	ENST00000451839	AC066595.1
ENSG00000169020	ENST00000304312	ATP5I
ENSG00000237960	ENST00000451235	AL357054.14
ENSG00000237960	ENST00000449432	AL357054.14
ENSG00000227874	ENST00000435181	AL050303.9
ENSG00000214319	ENST00000398098	AL050303.5
ENSG00000215375	ENST00000400159	MYL5
ENSG00000233274	ENST00000428496	AL050303.4
ENSG00000137265	ENST00000380956	IRF4
ENSG00000137265	ENST00000412334	IRF4
ENSG00000137265	ENST00000443871	IRF4
ENSG00000229231	ENST00000431297	FEM1DP
ENSG00000224922	ENST00000444356	AL050303.7
ENSG00000237397	ENST00000421880	AC019257.3-1
ENSG00000176595	ENST00000320248	KBTBD11
ENSG00000173231	ENST00000311003	TERF1P
ENSG00000134121	ENST00000427688	CHL1
ENSG00000134121	ENST00000256509	CHL1
ENSG00000134121	ENST00000397491	CHL1
ENSG00000134121	ENST00000421198	CHL1
ENSG00000134121	ENST00000435603	CHL1
ENSG00000134121	ENST00000449294	CHL1
ENSG00000134121	ENST00000445697	CHL1
ENSG00000232797	ENST00000443486	AL109748.4
ENSG00000036448	ENST00000262113	MYOM2
ENSG00000224860	ENST00000433312	AL109748.5
ENSG00000185187	ENST00000397632	SIGIRR
ENSG00000185187	ENST00000332725	SIGIRR
ENSG00000185187	ENST00000431843	SIGIRR
ENSG00000185187	ENST00000382520	SIGIRR
ENSG00000215562	ENST00000400583	AL109748.6
ENSG00000169026	ENST00000404286	MFSD7
ENSG00000169026	ENST00000322224	MFSD7
ENSG00000169026	ENST00000347950	MFSD7
ENSG00000234538	ENST00000453500	AL109748.17
ENSG00000129484	ENST00000250416	PARP2
ENSG00000129484	ENST00000429687	PARP2
ENSG00000129484	ENST00000446919	PARP2
ENSG00000228314	ENST00000428301	CYP4F3LP
ENSG00000228314	ENST00000436765	CYP4F3LP
ENSG00000228314	ENST00000420685	CYP4F3LP
ENSG00000230965	ENST00000412442	AP001466.7
ENSG00000215559	ENST00000400580	AP001466.6
ENSG00000215559	ENST00000400582	AP001466.6
ENSG00000215559	ENST00000451663	AP001466.6
ENSG00000215559	ENST00000442192	AP001466.6
ENSG00000215559	ENST00000428576	AP001466.6
ENSG00000215559	ENST00000432875	AP001466.6
ENSG00000215559	ENST00000429521	AP001466.6
ENSG00000215559	ENST00000344693	AP001466.6
ENSG00000112685	ENST00000230449	EXOC2
ENSG00000112685	ENST00000448181	EXOC2
ENSG00000112685	ENST00000443083	EXOC2
ENSG00000185101	ENST00000332826	ANO9
ENSG00000185101	ENST00000412024	ANO9
ENSG00000185619	ENST00000419774	PCGF3
ENSG00000185619	ENST00000362003	PCGF3
ENSG00000185619	ENST00000427463	PCGF3
ENSG00000185619	ENST00000400151	PCGF3
ENSG00000185619	ENST00000430644	PCGF3
ENSG00000185619	ENST00000440452	PCGF3
ENSG00000185619	ENST00000433814	PCGF3
ENSG00000224951	ENST00000453040	CHL1
ENSG00000183117	ENST00000318252	CSMD1
ENSG00000183117	ENST00000335551	CSMD1
ENSG00000231660	ENST00000426177	RP11-306H5.1
ENSG00000225902	ENST00000424870	AP001466.1
ENSG00000225902	ENST00000415250	AP001466.1
ENSG00000234661	ENST00000417612	AC011609.3
ENSG00000129566	ENST00000262715	TEP1
ENSG00000129566	ENST00000359243	TEP1
ENSG00000174915	ENST00000308020	PTDSS2
ENSG00000203616	ENST00000366423	AP001466.8
ENSG00000233799	ENST00000454037	AC139887.4
ENSG00000183249	ENST00000330957	NF1L1
ENSG00000183249	ENST00000457709	NF1L1
ENSG00000183249	ENST00000332705	NF1L1
ENSG00000224957	ENST00000420823	AC090044.1
ENSG00000224957	ENST00000442809	AC090044.1
ENSG00000228946	ENST00000414319	AC139887.3
ENSG00000168993	ENST00000304062	CPLX1
ENSG00000168993	ENST00000445104	CPLX1
ENSG00000238075	ENST00000432681	AC087431.1
ENSG00000224239	ENST00000423193	AC090044.2
ENSG00000231218	ENST00000435258	AC087430.3-1
ENSG00000235158	ENST00000451707	AC087430.1
ENSG00000228552	ENST00000397479	CNTN6
ENSG00000228552	ENST00000413210	CNTN6
ENSG00000233442	ENST00000447719	AP001634.5
ENSG00000233442	ENST00000450880	AP001634.5
ENSG00000023191	ENST00000354420	RNH1
ENSG00000023191	ENST00000356187	RNH1
ENSG00000023191	ENST00000397604	RNH1
ENSG00000023191	ENST00000397615	RNH1
ENSG00000023191	ENST00000426245	RNH1
ENSG00000023191	ENST00000397614	RNH1
ENSG00000023191	ENST00000438658	RNH1
ENSG00000230433	ENST00000430842	RP1-20B11.2
ENSG00000188996	ENST00000380907	HUS1B
ENSG00000178950	ENST00000398567	GAK
ENSG00000178950	ENST00000314167	GAK
ENSG00000178950	ENST00000382997	GAK
ENSG00000134115	ENST00000350110	CNTN6
ENSG00000134115	ENST00000446702	CNTN6
ENSG00000134115	ENST00000394261	CNTN6
ENSG00000219712	ENST00000407035	RP11-532F6.2
ENSG00000174775	ENST00000388730	HRAS
ENSG00000174775	ENST00000397594	HRAS
ENSG00000174775	ENST00000450822	HRAS
ENSG00000174775	ENST00000417302	HRAS
ENSG00000174775	ENST00000311189	HRAS
ENSG00000174775	ENST00000451590	HRAS
ENSG00000174775	ENST00000311175	HRAS
ENSG00000174775	ENST00000397596	HRAS
ENSG00000229796	ENST00000434292	RP5-1077H22.1
ENSG00000237925	ENST00000451943	AL033381.2-1
ENSG00000215082	ENST00000399561	AL033381.2-2
ENSG00000176515	ENST00000314040	AL033381.2-3
ENSG00000224905	ENST00000428809	AP001347.8
ENSG00000224905	ENST00000432621	AP001347.8
ENSG00000224905	ENST00000448463	AP001347.8
ENSG00000224905	ENST00000433806	AP001347.8
ENSG00000164379	ENST00000296839	FOXQ1
ENSG00000137273	ENST00000259806	FOXF2
ENSG00000215389	ENST00000400186	AC009707.9
ENSG00000187984	ENST00000338192	C21orf126
ENSG00000147316	ENST00000344683	MCPH1
ENSG00000147316	ENST00000418676	MCPH1
ENSG00000218027	ENST00000404600	RP11-157J24.1
ENSG00000188992	ENST00000344577	LIPI
ENSG00000188992	ENST00000382981	LIPI
ENSG00000188992	ENST00000400211	LIPI
ENSG00000054598	ENST00000380874	FOXC1
ENSG00000232563	ENST00000449338	AC026214.2
ENSG00000161328	ENST00000270115	LRRC56
ENSG00000161328	ENST00000422406	LRRC56
ENSG00000112699	ENST00000380805	GMDS
ENSG00000112699	ENST00000380815	GMDS
ENSG00000185271	ENST00000344581	KLHL33
ENSG00000184423	ENST00000333351	RPL23AP38
ENSG00000184423	ENST00000423801	RPL23AP38
ENSG00000235891	ENST00000455352	AL355075.6-1
ENSG00000185272	ENST00000453645	RBM11
ENSG00000185272	ENST00000400577	RBM11
ENSG00000185272	ENST00000330599	RBM11
ENSG00000092094	ENST00000206542	OSGEP
ENSG00000091879	ENST00000325203	ANGPT2
ENSG00000091879	ENST00000415216	ANGPT2
ENSG00000091879	ENST00000338312	ANGPT2
ENSG00000214074	ENST00000415533	AC090042.1
ENSG00000214074	ENST00000397469	AC090042.1
ENSG00000185522	ENST00000329451	C11orf35
ENSG00000185522	ENST00000441853	C11orf35
ENSG00000214073	ENST00000397467	AC018814.1
ENSG00000232580	ENST00000456943	RP1-80B9.2
ENSG00000215557	ENST00000400574	ABCC13
ENSG00000215557	ENST00000400572	ABCC13
ENSG00000215557	ENST00000400570	ABCC13
ENSG00000215557	ENST00000400571	ABCC13
ENSG00000215557	ENST00000429114	ABCC13
ENSG00000236086	ENST00000457049	AL158139.26
ENSG00000231657	ENST00000441104	AP006284.2-1
ENSG00000225044	ENST00000418972	RP11-204C23.1
ENSG00000127419	ENST00000438836	TMEM175
ENSG00000127419	ENST00000264771	TMEM175
ENSG00000127419	ENST00000452360	TMEM175
ENSG00000164385	ENST00000296847	C6orf195
ENSG00000228718	ENST00000440848	RP11-145H9.3
ENSG00000099849	ENST00000431809	RASSF7
ENSG00000099849	ENST00000414138	RASSF7
ENSG00000099849	ENST00000397582	RASSF7
ENSG00000099849	ENST00000344375	RASSF7
ENSG00000099849	ENST00000418716	RASSF7
ENSG00000099849	ENST00000454668	RASSF7
ENSG00000099849	ENST00000397583	RASSF7
ENSG00000145949	ENST00000268446	MYLK4
ENSG00000145949	ENST00000274643	MYLK4
ENSG00000145949	ENST00000430212	MYLK4
ENSG00000233112	ENST00000450407	AF130249.1
ENSG00000229633	ENST00000438484	AF287957.6
ENSG00000100823	ENST00000216714	APEX1
ENSG00000100823	ENST00000398030	APEX1
ENSG00000100823	ENST00000442613	APEX1
ENSG00000100823	ENST00000438886	APEX1
ENSG00000155189	ENST00000285518	AGPAT5
ENSG00000155304	ENST00000285667	STCH
ENSG00000186530	ENST00000405979	XKR5
ENSG00000186530	ENST00000409172	XKR5
ENSG00000186530	ENST00000334706	XKR5
ENSG00000186530	ENST00000430797	XKR5
ENSG00000145214	ENST00000273814	DGKQ
ENSG00000145214	ENST00000405681	DGKQ
ENSG00000070047	ENST00000264555	PHRF1
ENSG00000070047	ENST00000416188	PHRF1
ENSG00000070047	ENST00000413872	PHRF1
ENSG00000155307	ENST00000285670	SAMSN1
ENSG00000155307	ENST00000400566	SAMSN1
ENSG00000155307	ENST00000400564	SAMSN1
ENSG00000155307	ENST00000389440	SAMSN1
ENSG00000155307	ENST00000442499	SAMSN1
ENSG00000155307	ENST00000435825	SAMSN1
ENSG00000155307	ENST00000427957	SAMSN1
ENSG00000155307	ENST00000389438	SAMSN1
ENSG00000155307	ENST00000435732	SAMSN1
ENSG00000155307	ENST00000400562	SAMSN1
ENSG00000124535	ENST00000415856	WRNIP1
ENSG00000124535	ENST00000380773	WRNIP1
ENSG00000124535	ENST00000380771	WRNIP1
ENSG00000124535	ENST00000380769	WRNIP1
ENSG00000124535	ENST00000380764	WRNIP1
ENSG00000165782	ENST00000250489	TMEM55B
ENSG00000165782	ENST00000398020	TMEM55B
ENSG00000144619	ENST00000422330	CNTN4
ENSG00000144619	ENST00000427741	CNTN4
ENSG00000144619	ENST00000455083	CNTN4
ENSG00000144619	ENST00000418658	CNTN4
ENSG00000144619	ENST00000397461	CNTN4
ENSG00000144619	ENST00000438282	CNTN4
ENSG00000144619	ENST00000430505	CNTN4
ENSG00000144619	ENST00000434053	CNTN4
ENSG00000144619	ENST00000427331	CNTN4
ENSG00000144619	ENST00000273113	CNTN4
ENSG00000144619	ENST00000456213	CNTN4
ENSG00000144619	ENST00000358480	CNTN4
ENSG00000144619	ENST00000397459	CNTN4
ENSG00000144619	ENST00000448906	CNTN4
ENSG00000164825	ENST00000297439	DEFB1
ENSG00000164822	ENST00000297436	DEFA6
ENSG00000164821	ENST00000297435	DEFA4
ENSG00000145217	ENST00000398520	SLC26A1
ENSG00000145217	ENST00000398516	SLC26A1
ENSG00000145217	ENST00000361661	SLC26A1
ENSG00000223629	ENST00000457582	DEFA8P
ENSG00000233238	ENST00000433042	DEFA9P
ENSG00000233531	ENST00000455014	DEFA10P
ENSG00000198805	ENST00000361505	NP
ENSG00000021355	ENST00000380739	SERPINB1
ENSG00000206047	ENST00000382679	DEFA1
ENSG00000206047	ENST00000382692	DEFA1
ENSG00000127415	ENST00000453894	IDUA
ENSG00000127415	ENST00000247933	IDUA
ENSG00000215378	ENST00000382689	DEFT1P
ENSG00000215378	ENST00000382691	DEFT1P
ENSG00000215378	ENST00000453425	DEFT1P
ENSG00000223662	ENST00000449214	AF165138.6
ENSG00000232884	ENST00000455253	AF127936.3
ENSG00000232884	ENST00000454128	AF127936.3
ENSG00000185507	ENST00000397574	IRF7
ENSG00000185507	ENST00000397570	IRF7
ENSG00000185507	ENST00000397562	IRF7
ENSG00000185507	ENST00000397566	IRF7
ENSG00000185507	ENST00000348655	IRF7
ENSG00000185507	ENST00000330243	IRF7
ENSG00000228600	ENST00000453699	POLR2CP
ENSG00000230438	ENST00000447594	RP11-420G6.4
ENSG00000230438	ENST00000420981	RP11-420G6.4
ENSG00000232039	ENST00000327857	DEFA3
ENSG00000232039	ENST00000416128	DEFA3
ENSG00000232039	ENST00000453669	DEFA3
ENSG00000226751	ENST00000435315	AF127936.5
ENSG00000183673	ENST00000329282	AL355075.6-2
ENSG00000182545	ENST00000430083	RNASE10
ENSG00000182545	ENST00000328444	RNASE10
ENSG00000225502	ENST00000448152	AF127936.6
ENSG00000170542	ENST00000380698	SERPINB9
ENSG00000127418	ENST00000398484	FGFRL1
ENSG00000127418	ENST00000264748	FGFRL1
ENSG00000234178	ENST00000446470	AF238378.5
ENSG00000235609	ENST00000432230	AF127936.7
ENSG00000235609	ENST00000412426	AF127936.7
ENSG00000235609	ENST00000418954	AF127936.7
ENSG00000188655	ENST00000338904	RNASE9
ENSG00000188655	ENST00000429244	RNASE9
ENSG00000188655	ENST00000404716	RNASE9
ENSG00000188655	ENST00000442542	RNASE9
ENSG00000206042	ENST00000382676	AF238378.3
ENSG00000226406	ENST00000454795	AF127936.8
ENSG00000164816	ENST00000330590	DEFA5
ENSG00000235277	ENST00000430391	AF127577.8
ENSG00000234120	ENST00000421457	AF228730.8
ENSG00000180530	ENST00000400202	NRIP1
ENSG00000180530	ENST00000400199	NRIP1
ENSG00000180530	ENST00000318948	NRIP1
ENSG00000180530	ENST00000411932	NRIP1
ENSG00000232999	ENST00000454998	RP1-90J20.10
ENSG00000173464	ENST00000335950	RNASE11
ENSG00000173464	ENST00000398009	RNASE11
ENSG00000173464	ENST00000398008	RNASE11
ENSG00000173464	ENST00000443456	RNASE11
ENSG00000173464	ENST00000413502	RNASE11
ENSG00000173464	ENST00000432835	RNASE11
ENSG00000228744	ENST00000438784	RPS3AP39
ENSG00000228365	ENST00000437718	RP1-90J20.2
ENSG00000230106	ENST00000424055	AF228730.7
ENSG00000229047	ENST00000446301	AF127577.10
ENSG00000231201	ENST00000436429	AF127577.11
ENSG00000214268	ENST00000397972	AF228730.2
ENSG00000236471	ENST00000449746	AF127577.12
ENSG00000231930	ENST00000436691	AF228730.5
ENSG00000229425	ENST00000449602	AJ006998.2
ENSG00000178222	ENST00000433731	RNF212
ENSG00000178222	ENST00000382968	RNF212
ENSG00000178222	ENST00000454487	RNF212
ENSG00000178222	ENST00000333673	RNF212
ENSG00000206171	ENST00000382999	RNASE12
ENSG00000177306	ENST00000318406	OR7E125P
ENSG00000177306	ENST00000443450	OR7E125P
ENSG00000227588	ENST00000447256	RP11-176P14.1
ENSG00000224524	ENST00000450823	CYCSP42
ENSG00000230398	ENST00000419438	AC026882.1
ENSG00000226910	ENST00000415015	AL163195.5
ENSG00000225310	ENST00000440115	AC022002.5
ENSG00000236784	ENST00000433791	AF228730.8-1
ENSG00000181803	ENST00000320704	OR6S1
ENSG00000224247	ENST00000433588	AJ009632.3
ENSG00000226298	ENST00000454157	RAD23BLP
ENSG00000214274	ENST00000336811	ANG
ENSG00000214274	ENST00000397990	ANG
ENSG00000214274	ENST00000397987	ANG
ENSG00000230045	ENST00000415056	FAM90A3
ENSG00000230045	ENST00000414026	FAM90A3
ENSG00000237990	ENST00000442749	AC022002.4
ENSG00000227020	ENST00000451874	AF228730.8-2
ENSG00000233132	ENST00000444103	AF228730.8-3
ENSG00000181784	ENST00000398001	RNASE4
ENSG00000181784	ENST00000397995	RNASE4
ENSG00000181784	ENST00000304704	RNASE4
ENSG00000181784	ENST00000397999	RNASE4
ENSG00000124570	ENST00000380539	SERPINB6
ENSG00000124570	ENST00000380529	SERPINB6
ENSG00000124570	ENST00000380524	SERPINB6
ENSG00000124570	ENST00000380520	SERPINB6
ENSG00000124570	ENST00000380500	SERPINB6
ENSG00000124570	ENST00000335686	SERPINB6
ENSG00000124570	ENST00000380546	SERPINB6
ENSG00000124570	ENST00000316782	SERPINB6
ENSG00000124570	ENST00000440670	SERPINB6
ENSG00000099834	ENST00000397542	MUCDHL
ENSG00000099834	ENST00000430727	MUCDHL
ENSG00000099834	ENST00000349570	MUCDHL
ENSG00000099834	ENST00000326366	MUCDHL
ENSG00000099834	ENST00000358353	MUCDHL
ENSG00000215367	ENST00000400141	TMED11P
ENSG00000236050	ENST00000452303	AF228730.8-4
ENSG00000225139	ENST00000422381	AF228730.8-5
ENSG00000227189	ENST00000449533	AC092535.3
ENSG00000227189	ENST00000417557	AC092535.3
ENSG00000223885	ENST00000420657	FAM90A13
ENSG00000181562	ENST00000326842	FAM12A
ENSG00000233770	ENST00000448953	AF228730.8-6
ENSG00000215373	ENST00000400158	FAM90A5
ENSG00000181552	ENST00000326783	FAM12B
ENSG00000159674	ENST00000431380	SPON2
ENSG00000159674	ENST00000290902	SPON2
ENSG00000155313	ENST00000285681	USP25
ENSG00000155313	ENST00000285679	USP25
ENSG00000155313	ENST00000351097	USP25
ENSG00000155313	ENST00000400183	USP25
ENSG00000155313	ENST00000453553	USP25
ENSG00000155313	ENST00000449491	USP25
ENSG00000169413	ENST00000304677	RNASE6
ENSG00000234914	ENST00000434799	AF228730.8-7
ENSG00000233295	ENST00000360191	FAM90A20
ENSG00000206034	ENST00000382656	DEFB109P2
ENSG00000129538	ENST00000340900	RNASE1
ENSG00000129538	ENST00000397970	RNASE1
ENSG00000129538	ENST00000397967	RNASE1
ENSG00000129538	ENST00000412779	RNASE1
ENSG00000215374	ENST00000446726	FAM66E
ENSG00000091181	ENST00000446632	IL5RA
