UniProtKB	Q8NHX9	TPCN2		GO:0072345	PMID:19620632	IDA		F	Two pore calcium channel protein 2	IPI00169371|Q9NT82|TPC2|TPC2_HUMAN|TPCN2	protein	taxon:9606	20110616	UniProtKB
UniProtKB	Q9ULQ1	TPCN1		GO:0072345	PMID:19620632	IDA		F	Two pore calcium channel protein 1	A7E258|IPI00164366|IPI00385917|IPI00795880|KIAA1169|Q86XS9|Q8NC20|TPC1|TPC1_HUMAN|TPCN1	protein	taxon:9606	20110616	UniProtKB
UniProtKB	P36544	CHRNA7		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit alpha-7	A8K7Q4|ACHA7_HUMAN|CHRNA7|IPI00942337|NACHRA7|Q15826|Q96RH2|Q99555|Q9BXH0	protein	taxon:9606	20120107	InterPro
UniProtKB	P47869	GABRA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit alpha-2	GABRA2|GBRA2_HUMAN|IPI00026631|Q59G14	protein	taxon:9606	20120107	InterPro
UniProtKB	P23415	GLRA1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Glycine receptor subunit alpha-1	B2R6T3|GLRA1|GLRA1_HUMAN|IPI00011565|IPI00795343|Q14C77|Q6DJV9	protein	taxon:9606	20120107	InterPro
UniProtKB	P30926	CHRNB4		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit beta-4	ACHB4_HUMAN|CHRNB4|IPI00028080|Q16607|Q4VBA5|Q8WXC8|Q9BQR4	protein	taxon:9606	20120107	InterPro
UniProtKB	P43681	CHRNA4		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit alpha-4	ACHA4_HUMAN|CHRNA4|IPI00020036|NACRA4|Q4JGR7|Q4VAQ6	protein	taxon:9606	20120107	InterPro
UniProtKB	P17787	CHRNB2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit beta-2	ACHB2_HUMAN|CHRNB2|IPI00016869|Q9UEH9	protein	taxon:9606	20120107	InterPro
UniProtKB	P31644	GABRA5		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit alpha-5	A8K338|GABRA5|GBRA5_HUMAN|IPI00012471|Q14DC2|Q53XL6|Q9NYT3|Q9NYT4|Q9NYT5	protein	taxon:9606	20120107	InterPro
UniProtKB	P11230	CHRNB1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Acetylcholine receptor subunit beta	ACHB_HUMAN|ACHRB|CHRNB|CHRNB1|IPI00298986|Q96FB8	protein	taxon:9606	20120107	InterPro
UniProtKB	P48167	GLRB		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Glycine receptor subunit beta	A8K3K2|D3DP23|GLRB|GLRB_HUMAN|IPI00008224	protein	taxon:9606	20120107	InterPro
UniProtKB	P02708	CHRNA1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Acetylcholine receptor subunit alpha	ACHA_HUMAN|ACHRA|B4DRV6|CHNRA|CHRNA1|D3DPE8|IPI00022298|IPI00218234	protein	taxon:9606	20120107	InterPro
UniProtKB	A8MWU7	GABRG2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	A8MWU7_HUMAN|B4DSA1|C9JAR3|GABRG2|IPI00982076	protein	taxon:9606	20120107	InterPro
UniProtKB	B1N7G0	CHRNA7-2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Alpha7 nicotinic receptor isoform 15	B1N7G0_HUMAN|CHRNA7|CHRNA7-2|IPI00890702	protein	taxon:9606	20120107	InterPro
UniProtKB	B3KNX4	GABRP		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	cDNA FLJ30643 fis, clone CTONG2003782, highly similar to Gamma-aminobutyric-acid receptor pi subunit	B3KNX4_HUMAN|GABRP|IPI00902974	protein	taxon:9606	20120107	InterPro
UniProtKB	B4DFS0	CHRNA7		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	B4DFS0_HUMAN|CHRNA7|IPI00003858	protein	taxon:9606	20120107	InterPro
UniProtKB	B4DKT6	CHRND		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	B4DKT6_HUMAN|CHRND|IPI00910587	protein	taxon:9606	20120107	InterPro
UniProtKB	B4DQH1	CHRNA6		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	cDNA FLJ51722, highly similar to Neuronal acetylcholine receptor protein subunit alpha-6	B4DQH1_HUMAN|CHRNA6|IPI00981699	protein	taxon:9606	20120107	InterPro
UniProtKB	B4DT92	CHRND		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	B4DT92_HUMAN|CHRND|IPI00915865	protein	taxon:9606	20120107	InterPro
UniProtKB	B7Z1H8	GABRA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	cDNA FLJ54591, moderately similar to Gamma-aminobutyric-acid receptor alpha-2 subunit	B7Z1H8_HUMAN|GABRA2|IPI00922092	protein	taxon:9606	20120107	InterPro
UniProtKB	B7Z279	GABRB2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	B7Z279_HUMAN|GABRB2|IPI00975760	protein	taxon:9606	20120107	InterPro
UniProtKB	B7Z5H1	CHRNB1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	B7Z5H1_HUMAN|CHRNB1|IPI01013096	protein	taxon:9606	20120107	InterPro
UniProtKB	B7ZBQ7	GABRR1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	B7ZBQ7_HUMAN|GABRR1|IPI00940134|RP11-63L7.1-003	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RJ54	CHRNA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	CHRNA2|E5RJ54_HUMAN|IPI00978055	protein	taxon:9606	20120107	InterPro
UniProtKB	E7ENE5	CHRNA1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	CHRNA1|E7ENE5_HUMAN|IPI00916135	protein	taxon:9606	20120107	InterPro
UniProtKB	E9PHE8	CHRNB4		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	CHRNB4|E9PHE8_HUMAN|IPI00843891	protein	taxon:9606	20120107	InterPro
UniProtKB	E9PP97	CHRNA6		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	CHRNA6|E9PP97_HUMAN|IPI00981021	protein	taxon:9606	20120107	InterPro
UniProtKB	F5H8K5	CHRNA7		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	CHRNA7|F5H8K5_HUMAN|IPI00890806	protein	taxon:9606	20120107	InterPro
UniProtKB	F8WBS0	CHRND		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	CHRND|F8WBS0_HUMAN	protein	taxon:9606	20120107	InterPro
UniProtKB	G3V594	GABRG3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid (GABA) A receptor, gamma 3, isoform CRA_a	G3V594_HUMAN|GABRG3|hCG_1811405	protein	taxon:9606	20120107	InterPro
UniProtKB	G5E986	HTR3A		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	G5E986_HUMAN|hCG_39590|HTR3A	protein	taxon:9606	20120107	InterPro
UniProtKB	G5E9G9	CHRNA1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	CHRNA1|G5E9G9_HUMAN|hCG_1811440	protein	taxon:9606	20120107	InterPro
UniProtKB	G5E9Z6	GABRA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid (GABA) A receptor, alpha 2, isoform CRA_b	G5E9Z6_HUMAN|GABRA2|hCG_15318	protein	taxon:9606	20120107	InterPro
UniProtKB	O75311	GLRA3		GO:0005230	GO_REF:0000029	NAS		F	Glycine receptor subunit alpha-3	D3DP44|GLRA3|GLRA3_HUMAN|IPI00025243|IPI00216193|O75816|Q5D0E3	protein	taxon:9606	20021104	UniProtKB
UniProtKB	O95264	HTR3B		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	5-hydroxytryptamine receptor 3B	5HT3B_HUMAN|B0YJ23|HTR3B|IPI00005673|IPI00876974|Q0VJC3	protein	taxon:9606	20120107	InterPro
UniProtKB	P07510	CHRNG		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Acetylcholine receptor subunit gamma	ACHG_HUMAN|ACHRG|B3KWM8|CHRNG|IPI00746413|Q53RG2	protein	taxon:9606	20120107	InterPro
UniProtKB	P14867	GABRA1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit alpha-1	D3DQK6|GABRA1|GBRA1_HUMAN|IPI00295235|Q8N629	protein	taxon:9606	20120107	InterPro
UniProtKB	P18505	GABRB1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit beta-1	B2R6U7|GABRB1|GBRB1_HUMAN|IPI00299122|Q16166|Q8TBK3	protein	taxon:9606	20120107	InterPro
UniProtKB	P23416	GLRA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Glycine receptor subunit alpha-2	A8K0J6|B2R6I8|GLRA2|GLRA2_HUMAN|IPI00011566|IPI00220450|Q53YX7|Q6ICQ0|Q99862	protein	taxon:9606	20120107	InterPro
UniProtKB	P28472	GABRB3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit beta-3	GABRB3|GBRB3_HUMAN|IPI00003467|IPI00217235|Q14352|Q96FM5	protein	taxon:9606	20120107	InterPro
UniProtKB	P30532	CHRNA5		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit alpha-5	ACHA5_HUMAN|CHRNA5|IPI00295323|NACHRA5|Q15824|Q99554	protein	taxon:9606	20120107	InterPro
UniProtKB	P32297	CHRNA3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit alpha-3	ACHA3_HUMAN|CHRNA3|IPI00297165|IPI00852613|IPI00939562|NACHRA3|Q15823|Q4KMN8|Q86U77|Q96RH3|Q99553|Q9BQ93|Q9BRR4	protein	taxon:9606	20120107	InterPro
UniProtKB	P34903	GABRA3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit alpha-3	GABRA3|GBRA3_HUMAN|IPI00002897|Q8TAF9	protein	taxon:9606	20120107	InterPro
UniProtKB	P46098	HTR3A		GO:0005230	GO_REF:0000029	NAS		F	5-hydroxytryptamine receptor 3A	5HT3A_HUMAN|5HT3R|HTR3|HTR3A|IPI00179555|IPI00748737|O60854|Q99918|Q9BSZ9	protein	taxon:9606	20050308	UniProtKB
UniProtKB	P48169	GABRA4		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit alpha-4	GABRA4|GBRA4_HUMAN|IPI00008225|Q8IYR7	protein	taxon:9606	20120107	InterPro
UniProtKB	Q04844	CHRNE		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Acetylcholine receptor subunit epsilon	ACHE_HUMAN|ACHRE|CHRNE|D3DTK6|IPI00029753	protein	taxon:9606	20120107	InterPro
UniProtKB	Q05901	CHRNB3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit beta-3	ACHB3_HUMAN|CHRNB3|IPI00016662|Q15827	protein	taxon:9606	20120107	InterPro
UniProtKB	Q07001	CHRND		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Acetylcholine receptor subunit delta	ACHD_HUMAN|ACHRD|CHRND|IPI00014192|Q52LH4	protein	taxon:9606	20120107	InterPro
UniProtKB	Q15822	CHRNA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit alpha-2	A8KAX3|ACHA2_HUMAN|CHRNA2|IPI00019942|Q9HAQ3	protein	taxon:9606	20120107	InterPro
UniProtKB	Q15825	CHRNA6		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit alpha-6	ACHA6_HUMAN|B2R8V4|CHRNA6|IPI00019948	protein	taxon:9606	20120107	InterPro
UniProtKB	Q401N2	ZACN		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Zinc-activated ligand-gated ion channel	IPI00329467|IPI00719125|IPI00885215|L2|LGICZ|LGICZ1|Q2TB29|Q6ZWK3|Q86YW4|ZAC|ZACN|ZACN_HUMAN	protein	taxon:9606	20120107	InterPro
UniProtKB	Q5JXX5	GLRA4		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Glycine receptor subunit alpha-4	GLRA4|GLRA4_HUMAN|IPI00456931	protein	taxon:9606	20120107	InterPro
UniProtKB	Q70Z44	HTR3D		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	5-hydroxytryptamine receptor 3D	5HT3D_HUMAN|C9J2I6|HTR3D|IPI00376256|IPI00429176|IPI00877166|Q495N5|Q495N6|Q7Z6B3	protein	taxon:9606	20120107	InterPro
UniProtKB	Q8WXA8	HTR3C		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	5-hydroxytryptamine receptor 3C	5HT3C_HUMAN|A2RRR5|HTR3C|IPI00103496	protein	taxon:9606	20120107	InterPro
UniProtKB	Q9GZZ6	CHRNA10		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit alpha-10	ACH10_HUMAN|CHRNA10|IPI00026461|NACHRA10	protein	taxon:9606	20120107	InterPro
UniProtKB	Q9UEP2	HTR3A		GO:0005230	GO_REF:0000002|InterPro:IPR008132	IEA	InterPro:IPR008132	F	Uncharacterized protein	HTR3A|IPI00963953|Q9UEP2_HUMAN	protein	taxon:9606	20120107	InterPro
UniProtKB	Q9UGM1	CHRNA9		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Neuronal acetylcholine receptor subunit alpha-9	ACHA9_HUMAN|CHRNA9|IPI00005432|NACHRA9|Q14CY7|Q4W5A2|Q9NYV2	protein	taxon:9606	20120107	InterPro
UniProtKB	Q9UN88	GABRQ		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit theta	A6NFN1|GABRQ|GBRT_HUMAN|IPI00297913|Q32MB4|Q9NZK8	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RK67	CHRNA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	CHRNA2|E5RK67_HUMAN|IPI00982268	protein	taxon:9606	20120107	InterPro
UniProtKB	A8MPY1	GABRR3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit rho-3	GABRR3|GBRR3_HUMAN|IPI00879466|Q9UIV9	protein	taxon:9606	20120107	InterPro
UniProtKB	D6RB77	GABRA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	D6RB77_HUMAN|GABRA2|IPI00966617	protein	taxon:9606	20120107	InterPro
UniProtKB	D6RBK9	GABRA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	D6RBK9_HUMAN|GABRA2|IPI00967696	protein	taxon:9606	20120107	InterPro
UniProtKB	D6RBL7	GABRA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	D6RBL7_HUMAN|GABRA2|IPI00965280	protein	taxon:9606	20120107	InterPro
UniProtKB	D6REM0	GABRB1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	D6REM0_HUMAN|GABRB1|IPI00967697	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RG98	GABRP		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E5RG98_HUMAN|GABRP|IPI00978836	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RGF7	GABRP		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E5RGF7_HUMAN|GABRP|IPI00976437	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RHL6	GABRA1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E5RHL6_HUMAN|GABRA1|IPI00974060	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RI57	GABRP		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E5RI57_HUMAN|GABRP|IPI00980228	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RIG3	GABRG2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E5RIG3_HUMAN|GABRG2|IPI00977911	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RJS3	GABRA1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E5RJS3_HUMAN|GABRA1|IPI00979874	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RK60	GABRA1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E5RK60_HUMAN|GABRA1|IPI00976406	protein	taxon:9606	20120107	InterPro
UniProtKB	E5RK74	GABRP		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E5RK74_HUMAN|GABRP|IPI00978232	protein	taxon:9606	20120107	InterPro
UniProtKB	E7ET93	GABRE		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E7ET93_HUMAN|GABRE|IPI00647456	protein	taxon:9606	20120107	InterPro
UniProtKB	E7EV50	GABRB2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E7EV50_HUMAN|GABRB2|IPI00982847	protein	taxon:9606	20120107	InterPro
UniProtKB	E7EV53	GABRA6		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E7EV53_HUMAN|GABRA6|IPI00984249	protein	taxon:9606	20120107	InterPro
UniProtKB	E7EWG0	GABRP		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E7EWG0_HUMAN|GABRP|IPI00979633	protein	taxon:9606	20120107	InterPro
UniProtKB	E9PBQ7	GABRA2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	E9PBQ7_HUMAN|GABRA2|IPI00922092	protein	taxon:9606	20120107	InterPro
UniProtKB	F5GXV5	GABRB1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	F5GXV5_HUMAN|GABRB1|IPI01009264	protein	taxon:9606	20120107	InterPro
UniProtKB	F5H1Y1	GABRP		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	F5H1Y1_HUMAN|GABRP|IPI01010165	protein	taxon:9606	20120107	InterPro
UniProtKB	F5H2S0	GABRG1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	F5H2S0_HUMAN|GABRG1|IPI01014740	protein	taxon:9606	20120107	InterPro
UniProtKB	F5H3D2	GABRB3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	F5H3D2_HUMAN|GABRB3|IPI00975640	protein	taxon:9606	20120107	InterPro
UniProtKB	F5H7N0	GABRB3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	F5H7N0_HUMAN|GABRB3|IPI00470817	protein	taxon:9606	20120107	InterPro
UniProtKB	G3V296	GABRA5		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	G3V296_HUMAN|GABRA5	protein	taxon:9606	20120107	InterPro
UniProtKB	G3V2G8	GABRA5		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	G3V2G8_HUMAN|GABRA5	protein	taxon:9606	20120107	InterPro
UniProtKB	G3V2K2	GABRA5		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	G3V2K2_HUMAN|GABRA5	protein	taxon:9606	20120107	InterPro
UniProtKB	G3V2Q9	GABRA5		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	G3V2Q9_HUMAN|GABRA5	protein	taxon:9606	20120107	InterPro
UniProtKB	G3V408	GABRA5		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	G3V408_HUMAN|GABRA5	protein	taxon:9606	20120107	InterPro
UniProtKB	G3V5B4	GABRB3		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Uncharacterized protein	G3V5B4_HUMAN|GABRB3	protein	taxon:9606	20120107	InterPro
UniProtKB	O00591	GABRP		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit pi	A8KA36|D3DQL2|GABRP|GBRP_HUMAN|IPI00012181|Q32MJ1	protein	taxon:9606	20120107	InterPro
UniProtKB	O14764	GABRD		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit delta	GABRD|GBRD_HUMAN|IPI00375475|Q8N4N9	protein	taxon:9606	20120107	InterPro
UniProtKB	P18507	GABRG2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit gamma-2	GABRG2|GBRG2_HUMAN|IPI00000023|IPI00419200|Q6GRL6|Q6PCC3|Q9UDB3|Q9UN15	protein	taxon:9606	20120107	InterPro
UniProtKB	P24046	GABRR1		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit rho-1	A1L401|B4DJK8|GABRR1|GBRR1_HUMAN|IPI00747264|IPI00921480|Q9BX06	protein	taxon:9606	20120107	InterPro
UniProtKB	P28476	GABRR2		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit rho-2	A2BDE4|GABRR2|GBRR2_HUMAN|IPI00293005|Q9H153	protein	taxon:9606	20120107	InterPro
UniProtKB	P78334	GABRE		GO:0005230	GO_REF:0000002|InterPro:IPR006202	IEA	InterPro:IPR006202	F	Gamma-aminobutyric acid receptor subunit epsilon	GABRE|GBRE_HUMAN|IPI00297725|O15345|O15346|Q99520	protein	taxon:9606	20120107	InterPro
